,winery,wine,year,rating,num_reviews,region,price,type,body,acidity,parker_score
1383,Martinet,Clos Martinet,2013,4.3,189,Priorato,114.6,Priorat Red,4.0,3.0,
1384,Artadi,Pagos Viejos,2001,4.3,189,Vino de Espana,130.0,Tempranillo,4.0,2.0,
1385,Garmon,Ribera del Duero,2018,4.3,188,Ribera del Duero,33.5,Ribera Del Duero Red,5.0,3.0,
1386,Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,4.3,187,Ribera del Duero,62.8,Ribera Del Duero Red,5.0,3.0,
1387,Bodegas Mauro,Godello Blanco,2017,4.3,186,Bierzo,34.5,,,,
1388,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,4.3,184,Ribera del Duero,92.24,Ribera Del Duero Red,5.0,3.0,
1389,Pago de Vallegarcia,Hipperia Red Blend,2016,4.3,184,Castilla,36.111307180686,Red,4.0,3.0,
1390,Clos d'Agon,Tinto,2015,4.3,184,Cataluna,56.92,Red,4.0,3.0,
1391,Martinet,Clos Martinet,2012,4.3,178,Priorato,117.3,Priorat Red,4.0,3.0,
1392,Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,4.3,177,Penedes,41.9,Cabernet Sauvignon,4.0,3.0,
1393,Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,4.3,176,Calatayud,32.9,Grenache,5.0,3.0,
1394,Enate,Syrah (Shiraz),2016,4.3,175,Somontano,23.5,Syrah,4.0,3.0,
1395,Bodega Campo Eliseo,Campo Eliseo,2009,4.3,175,Toro,48.5,Toro Red,5.0,3.0,
1396,Leda,Vinas Viejas Tempranillo,2017,4.3,174,Castilla y Leon,28.38,Tempranillo,4.0,2.0,
1397,Contino,Rioja Graciano,2016,4.3,174,Rioja,64.75,Rioja Red,4.0,3.0,
1398,Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2017,4.3,172,Jerez Pedro Ximenes (PX),19.9,Pedro Ximenez,5.0,1.0,
1399,Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019,4.3,172,Rias Baixas,33.95,Albarino,3.0,3.0,
1400,Vinyes Domenech,Teixar,2012,4.3,171,Montsant,42.25,Montsant Red,,,
1401,Fernandez de Pierola,Vitium Reserva,2010,4.3,171,Rioja,27.8,Rioja Red,,,
1402,De Muller,Lo Cabalo Reserva,2015,4.3,171,Priorato,26.9,Priorat Red,,,
1403,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014,4.3,171,Ribera del Duero,245.53,Ribera Del Duero Red,,,
1404,Monteabellon,Finca Matambres,2016,4.3,170,Ribera del Duero,28.3,Ribera Del Duero Red,,,
1405,Oxer Wines,Suzzane Rioja,2016,4.3,168,Rioja,37.29,Rioja Red,,,
1406,Pepe Mendoza Casa Agricola,Giro de Abargues,2019,4.3,167,Alicante,23.5,Red,,,
1407,De Moya,Sofia,2016,4.3,166,Valencia,18.9,Red,,,
1408,Vinos Guerra,Reserva Vermouth Rojo,,4.3,166,Bierzo,8.95,,,,
1409,Neo,Punta Esencia,2011,4.3,163,Ribera del Duero,32.45,Ribera Del Duero Red,,,
1410,Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013,4.3,163,Ribera del Duero,41.28,Ribera Del Duero Red,,,
1411,Castano,Casa Cisca Monastrell,2010,4.3,161,Yecla,33.77,Monastrell,,,
1412,Scala Dei,Pla dels Angels Rosado,2019,4.3,160,Priorato,23.0,,,,
1413,Vina Pedrosa,Gran Reserva,2009,4.3,159,Ribera del Duero,67.0,Ribera Del Duero Red,,,
1414,Terra d'Uro,Uro,2015,4.3,155,Toro,31.45,Toro Red,,,
1415,Zarate,Tras da Vina Albarino,2018,4.3,155,Rias Baixas,33.67,Albarino,,,
1416,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006,4.3,155,Cava,87.39,Cava,,,
1417,La Rioja Alta,Rioja Gran Reserva 904,1989,4.3,154,Rioja,150.0,Rioja Red,,,
1418,Vizcarra,Ribera del Duero Torralvo,2016,4.3,153,Ribera del Duero,45.48,Ribera Del Duero Red,,,
1419,Mas d'en Gil,Clos Fonta Priorat,2007,4.3,153,Priorato,125.0,Priorat Red,,,
1420,Vinyes Domenech,Teixar,2014,4.3,151,Montsant,39.5,Montsant Red,,,
1421,Allende,Calvario Rioja,2004,4.3,150,Rioja,90.0,Rioja Red,,,
1422,Recaredo,Serral del Vell Brut Nature,2013,4.3,149,Cava,44.41,Cava,,,
1423,Noelia Bebelia,Albarino,2019,4.3,150,Rias Baixas,21.5,Albarino,,,
1424,Marti Fabra,Masia Carreras Negre,2018,4.3,149,Emporda,20.59,Red,,,
1425,St. Petroni,Branco Vermu,,4.3,148,Galicia,13.95,,,,
1426,Palmeri Sicilia,Palmeri Navalta Garnacha,2016,4.2,151,Campo de Borja,28.9,Grenache,5.0,3.0,
1427,Remelluri,Rioja Blanco,2015,4.3,146,Rioja,56.89,Rioja White,3.0,3.0,
1428,Pradorey,Elite,2018,4.3,145,Ribera del Duero,30.9166666666667,Ribera Del Duero Red,5.0,3.0,
1429,Ukan Winery,Tinto,2018,4.3,145,Rioja Alavesa,39.9,Rioja Red,4.0,3.0,
1430,Tinto Pesquera,Reserva,2002,4.3,144,Ribera del Duero,65.0,Ribera Del Duero Red,5.0,3.0,
1431,Tinto Pesquera,Gran Reserva,1995,4.3,142,Ribera del Duero,146.05,Ribera Del Duero Red,5.0,3.0,
1432,Mas Que Vinos,La Plazuela,2015,4.3,141,Castilla,44.05,Red,4.0,3.0,
1433,Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,140,Ribera del Duero,62.56,Ribera Del Duero Red,5.0,3.0,
1434,Bodegas Estraunza,Solar de Estraunza Reserva,2014,4.3,140,Rioja,9.8840336,Tempranillo,4.0,2.0,
1435,Beronia,III a.C,2011,4.3,140,Rioja,46.16,Rioja Red,4.0,3.0,
1436,Valquejigoso,V2 Tinto,2007,4.3,140,Madrid,48.537665,Red,4.0,3.0,
1437,Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,139,Rioja,97.5,Rioja Red,4.0,3.0,
1438,Telmo Rodriguez,Matallana,2014,4.3,138,Ribera del Duero,42.0,Ribera Del Duero Red,5.0,3.0,
1439,Pujanza,Rioja Norte,2010,4.3,138,Rioja,75.0,Rioja Red,4.0,3.0,
1440,Bodegas Roda,Roda I Reserva Rioja,2000,4.3,137,Rioja,85.0,Rioja Red,4.0,3.0,
1441,Sei Solo,Tinto,2016,4.3,137,Ribera del Duero,52.8,Ribera Del Duero Red,5.0,3.0,
1442,Bodegas Mas Alta,Artigas,2019,4.3,136,Priorato,20.4,Priorat Red,4.0,3.0,
1443,Jaro,Chafandin,2017,4.3,136,Ribera del Duero,26.2902950466486,Ribera Del Duero Red,5.0,3.0,
1444,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018,4.3,136,Valencia,19.9,Red,4.0,3.0,
1445,Bodegas Mauro,Godello Blanco,2015,4.3,135,Bierzo,92.45,,,,
1446,De Moya,Julia,2018,4.3,135,Valencia,17.95,Monastrell,5.0,3.0,
1447,Martinet,Clos Martinet,2003,4.3,135,Priorato,130.5,Priorat Red,4.0,3.0,
1448,Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,,4.3,135,Jerez-Xeres-Sherry,39.0,Sherry,4.0,3.0,
1449,Gomez Cruzado,Pancrudo,2019,4.3,134,Rioja,34.9,Rioja Red,4.0,3.0,
1450,Pittacum,Aurea,2012,4.3,133,Bierzo,28.5,Mencia,3.0,3.0,
1451,Bodega Sommos,Coleccion Syrah,2017,4.3,133,Somontano,25.89,Syrah,4.0,3.0,
1452,Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,4.3,133,Montsant,27.5,Montsant Red,4.0,3.0,
1453,Losada,Altos de Losada El Cepon,2017,4.3,132,Bierzo,35.9,Mencia,3.0,3.0,
1454,Remelluri,Rioja Blanco,2013,4.3,131,Rioja,63.53,Rioja White,3.0,3.0,
1455,Arinzano,Gran Vino Blanco,2014,4.3,131,Arinzano,112.76,Chardonnay,4.0,3.0,
1456,Pago del Vostal,Crianza Vendimia Seleccionada,2018,4.3,130,Ribera del Duero,18.95,Ribera Del Duero Red,5.0,3.0,
1457,De Muller,Vermouth Reserva,,4.3,129,Tarragona,10.45,,,,
1458,Vizcarra,Ribera del Duero Torralvo,2015,4.3,128,Ribera del Duero,40.95,Ribera Del Duero Red,5.0,3.0,
1459,Telmo Rodriguez,Matallana,2016,4.3,128,Ribera del Duero,39.75,Ribera Del Duero Red,5.0,3.0,
1460,Bodegas Valduero,Finca Azaya Premium,2015,4.3,128,Castilla y Leon,23.44,Ribera Del Duero Red,5.0,3.0,
1461,Espectacle del Montsant,Tinto,2015,4.3,127,Montsant,133.34,Montsant Red,4.0,3.0,
1462,Neo,Ribera del Duero Tinto,2005,4.3,126,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,
1463,Martinet,Clos Martinet,2018,4.3,125,Priorato,57.5,Priorat Red,4.0,3.0,
1464,Habla,No. 20,2016,4.3,124,Extremadura,23.95,Red,4.0,3.0,
1465,Remelluri,Rioja Blanco,2011,4.3,123,Rioja,77.9,Rioja White,3.0,3.0,
1466,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015,4.3,122,Rioja,97.35,Rioja White,3.0,3.0,
1467,Martinet,Els Escurcons,2015,4.3,122,Priorato,84.95,Priorat Red,4.0,3.0,
1468,Mas d'en Gil,Clos Fonta Priorat,2015,4.3,122,Priorato,53.9,Priorat Red,4.0,3.0,
1469,Rodriguez de Vera,Tinto,2015,4.3,122,Almansa,12.19,Red,4.0,3.0,
1470,Callejuela,La Casilla Amontillado,,4.3,122,Jerez-Xeres-Sherry,43.95,Sherry,4.0,3.0,
1471,El Maestro Sierra,Palo Cortado,,4.3,119,Jerez Palo Cortado,85.4,Sherry,4.0,3.0,
1472,Torre de Ona,Martelo Reserva,2015,4.3,119,Rioja,23.43,Rioja Red,4.0,3.0,
1473,Cims de Porrera,Classic,2010,4.3,118,Priorato,43.24,Priorat Red,4.0,3.0,
1474,Bodegas Naluar & Acediano,Acediano,2018,4.3,120,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,
1475,Ostatu,Gloria Rioja,2010,4.3,117,Rioja Alavesa,54.52,Rioja Red,4.0,3.0,
1476,Paco & Lola,Vintage Albarino,2013,4.3,117,Rias Baixas,24.0,Albarino,3.0,3.0,
1477,Valdespino,Cardenal Palo Cortado VORS,,4.3,116,Jerez Palo Cortado,176.5,Sherry,4.0,3.0,
1478,Pago de Vallegarcia,Vallegarcia Viognier,2019,4.3,114,Castilla,18.5,,,,
1479,Valtravieso,Finca la Atalaya Reserva,2017,4.3,114,Ribera del Duero,23.5,Ribera Del Duero Red,5.0,3.0,
1480,Bodegas Amaren,Tempranillo Reserva,2002,4.3,112,Rioja,28.0,Rioja Red,4.0,3.0,
1481,Vinas del Vero,Blecua Somontano,2011,4.3,112,Somontano,73.9,Red,4.0,3.0,
1482,Clos Mogador,Priorat,2000,4.3,111,Priorato,100.0,Priorat Red,4.0,3.0,
1483,Contino,Rioja Graciano,2017,4.3,111,Rioja,62.9,Rioja Red,4.0,3.0,
1484,Artadi,Grandes Anadas Rioja,1999,4.3,111,Rioja,265.0,Rioja Red,4.0,3.0,
1485,Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,4.3,111,Priorato,49.0,Priorat Red,4.0,3.0,
1486,Eulogio Pomares,Castineiro Albarino,2017,4.3,111,Rias Baixas,30.75,Albarino,3.0,3.0,
1487,Bodegas Urium,Amontillado V.O.R.S,,4.3,110,Jerez Amontillado,50.0,Sherry,4.0,3.0,
1488,Bodega Otazu,Altar,2008,4.3,109,Navarra,32.18,Red,4.0,3.0,
1489,Perez Barquero,Gran Barquero Palo Cortado Solera 25 Anos,,4.3,108,Montilla-Moriles,34.9,,,,
1490,Bodega Elias Mora,Toro Gran Elias Mora,2014,4.3,108,Toro,33.5,Toro Red,5.0,3.0,
1491,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,4.3,108,Ribera del Duero,92.24,Ribera Del Duero Red,5.0,3.0,
1492,Arinzano,Gran Vino Blanco,2004,4.3,108,Arinzano,52.95,Chardonnay,4.0,3.0,
1493,Oller del Mas,Arnau Oller Seleccio de la Familia,2016,4.3,108,Pla de Bages,33.15,Red,4.0,3.0,
1494,Bodegas Roda,Roda Reserva Rioja,2018,4.3,108,Rioja,24.51,Rioja Red,4.0,3.0,
1495,Finca Villacreces,Nebro Ribera del Duero,2009,4.3,107,Ribera del Duero,135.95,Ribera Del Duero Red,5.0,3.0,
1496,Pujanza,Rioja Norte,2011,4.3,106,Rioja,46.9,Rioja Red,4.0,3.0,
1497,Toro Albala,Don PX Gran Reserva,1988,4.3,104,Montilla-Moriles,19.8,Pedro Ximenez,5.0,1.0,
1498,Cims de Porrera,Classic,2011,4.3,102,Priorato,39.51,Priorat Red,4.0,3.0,
1499,Cims de Porrera,Classic,1997,4.3,102,Priorato,119.95,Priorat Red,4.0,3.0,
1500,R. Lopez de Heredia,Vina Tondonia Reserva,1964,4.3,101,Rioja,249.0,Rioja Red,4.0,3.0,
1501,Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016,4.3,100,Bierzo,95.25,Mencia,3.0,3.0,
1502,Alta Alella,Orbus,2016,4.3,100,Alella,24.95,Syrah,4.0,3.0,
1503,Losada,La Bienquerida,2015,4.3,100,Bierzo,36.91,Mencia,3.0,3.0,
1504,Terroir Al Limit Soc. Lda,Les Manyes,2014,4.3,99,Priorato,158.88,Priorat Red,4.0,3.0,
1505,Alvaro Palacios,Finca Dofi,2003,4.3,99,Priorato,90.6,Priorat Red,4.0,3.0,
1506,Bodegas Clunia,Malbec,2018,4.3,99,Castilla y Leon,24.9,Red,4.0,3.0,
1507,Losada,Altos de Losada,2019,4.3,97,Bierzo,18.35,Mencia,3.0,3.0,
1508,Arinzano,Gran Vino Blanco,2016,4.3,95,Arinzano,65.25,Chardonnay,4.0,3.0,
1509,Campillo,Reserva Especial Rioja,2010,4.3,95,Rioja,23.95,Rioja Red,4.0,3.0,
1510,Allende,Aurus,2004,4.3,94,Rioja,148.65,Rioja Red,4.0,3.0,
1511,Llanos Negros,La Time,2000,4.3,94,La Palma,21.95,,,,
1512,Quinta Sardonia,QS,2017,4.3,93,Castilla y Leon,37.49,Red,4.0,3.0,
1513,Alta Alella,Dolc Mataro,2017,4.3,92,Alella,16.5,,,,
1514,Ferrer Bobet,Priorat Vinyes Velles,2018,4.3,94,Priorato,33.95,Priorat Red,4.0,3.0,
1515,Bodegas Ochoa,Vendimia Tardia Moscatel,2019,4.3,91,Navarra,10.76,,,,
1516,Luis Canas,Hiru 3 Rioja Racimos,2005,4.3,91,Rioja,118.0,Rioja Red,4.0,3.0,
1517,Ca l'Apotecari,Triaca,2013,4.3,90,Priorato,34.9,Priorat Red,4.0,3.0,
1518,Muga,Prado Enea Gran Reserva,1982,4.3,90,Rioja,150.0,Rioja Red,4.0,3.0,
1519,Osborne,Amontillado 51-1a 30 Years VORS Sherry,,4.3,89,Jerez-Xeres-Sherry,64.8,Sherry,4.0,3.0,
1520,Finca Torremilanos,Cyclo,2018,4.3,89,Ribera del Duero,35.15,Ribera Del Duero Red,5.0,3.0,
1521,Pinea,Tinto,2017,4.3,89,Ribera del Duero,145.0,Ribera Del Duero Red,5.0,3.0,
1522,Josep Grau Viticultor,Maimo Garnatxa,2018,4.3,88,Montsant,26.9,Grenache,5.0,3.0,
1523,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017,4.3,88,Rioja,42.9,Rioja White,3.0,3.0,
1524,La Rioja Alta,Gran Reserva 890,1989,4.3,88,Rioja,215.34,Rioja Red,4.0,3.0,
1525,Fos,Fos Baranda,2017,4.3,87,Rioja,29.9,Rioja Red,,,
1526,Hacienda Grimon,Finca la Oracion,2017,4.3,88,Rioja,20.45,Rioja Red,,,
1527,Pedralonga,Albarino Pedralonga,2019,4.3,86,Rias Baixas,15.71,Albarino,,,
1528,Capafons-Osso,Mas de Masos,2006,4.3,86,Priorato,39.99,Priorat Red,,,
1529,Clos Mogador,Com Tu,2018,4.3,85,Montsant,34.95,Grenache,,,
1530,Can Rafols dels Caus,El Rocallis,2015,4.3,83,Cataluna,88.0,,,,
1531,Conreria d'Scala Dei,Iugiter,2015,4.3,83,Priorato,25.5,Priorat Red,,,
1532,Mas Doix,Doix,2016,4.3,83,Priorato,79.9,Priorat Red,,,
1533,Raul Perez,Ultreia Valtuille Mencia,2019,4.3,83,Bierzo,45.9,Mencia,,,
1534,Dominio del Bendito,La Chispa Negra,2011,4.3,82,Toro,24.0,,,,
1535,Jose Pariente,Sauvignon Blanc,2021,4.3,83,Rueda,8.9,Sauvignon Blanc,,,
1536,Dominio del Aguila,Reserva,2010,4.3,82,Ribera del Duero,65.0,Ribera Del Duero Red,,,
1537,Terra Remota,Clos Adrien,2013,4.3,82,Emporda,47.0,Red,,,
1538,De Moya,Sofia,2017,4.3,82,Valencia,20.5,Red,,,
1539,Llopart,Cava Original Brut (Espumos),2008,4.3,81,Cava,62.9,Cava,,,
1540,Ostatu,Laderas Rioja,2014,4.3,81,Rioja Alavesa,31.13,Rioja Red,,,
1541,Tinto Pesquera,Reserva,1995,4.3,81,Ribera del Duero,73.0,Ribera Del Duero Red,,,
1542,Bodegas Mas Alta,La Basseta,2014,4.3,80,Priorato,58.0,Priorat Red,,,
1543,Can Rafols dels Caus,El Rocallis,2016,4.3,80,Cataluna,34.5,,,,
1544,Aalto,Blanco de Parcela,2019,4.3,80,Ribera del Duero,41.9,Verdejo,,,
1545,Dominio de la Vega,Finca la Beata Bobal,2014,4.3,80,Utiel-Requena,33.9,Red,,,
1546,Resalte,Resalte Expresion,2015,4.3,80,Ribera del Duero,28.5,Ribera Del Duero Red,,,
1547,Juve & Camps,Cava Brut Milesime,2017,4.3,80,Cava,24.1,Cava,,,
1548,Bosque de Matasnos,Syrah de Matasnos,2019,4.3,80,Vino de Espana,27.9,Syrah,,,
1549,Sierra Cantabria,Amancio,2016,4.3,80,Rioja,84.5,Rioja Red,,,
1550,Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,79,Priorato,36.78,,,,
1551,Marques de Vargas,Seleccion Privada,2015,4.3,79,Rioja,54.5,Rioja Red,4.0,3.0,
1552,Mas de les Pereres,Nunci Negre,2013,4.3,79,Priorato,21.4,Priorat Red,4.0,3.0,
1553,El Maestro Sierra,Oloroso Extra Viejo 1/7,,4.3,78,Jerez-Xeres-Sherry,217.8,Sherry,4.0,3.0,
1554,Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,77,Cava,23.22,Sparkling,2.0,3.0,
1555,Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,77,Ribera del Duero,51.2,Ribera Del Duero Red,5.0,3.0,
1556,Astrales,Christina Ribera del Duero,2017,4.3,77,Ribera del Duero,38.0,Ribera Del Duero Red,5.0,3.0,
1557,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,77,Rioja,67.9,Rioja Red,4.0,3.0,
1558,Senorio de San Vicente,San Vicente Rioja,2018,4.3,77,Rioja,32.9,Rioja Red,4.0,3.0,
1559,Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,76,Rioja,45.0,Rioja Red,4.0,3.0,
1560,La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,76,Rioja,260.0,Rioja Red,4.0,3.0,
1561,l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,76,Priorato,69.0,Priorat Red,4.0,3.0,
1562,Muga,Prado Enea Gran Reserva,1985,4.3,75,Rioja,98.0,Rioja Red,4.0,3.0,
1563,Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,74,Priorato,348.85,Priorat Red,4.0,3.0,
1564,Scala Dei,Pla dels Angels Rosado,2020,4.3,74,Priorato,23.95,,,,
1565,Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,74,Murcia,27.9,Monastrell,5.0,3.0,
1566,Pedralonga,Albarino Pedralonga,2020,4.3,74,Rias Baixas,15.0,Albarino,3.0,3.0,
1567,Contino,Vina del Olivo,2004,4.3,74,Rioja,155.0,Rioja Red,4.0,3.0,
1568,Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,73,Priorato,57.9,,,,
1569,Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,73,Montsant,36.93,Montsant Red,4.0,3.0,
1570,Territorio Luthier,Hispania,2015,4.3,73,Ribera del Duero,52.0,Ribera Del Duero Red,5.0,3.0,
1571,Abel Mendoza Monge,Malvasia,2017,4.3,72,Rioja,31.5,Rioja White,3.0,3.0,
1572,Clos Erasmus,Priorat,2006,4.3,72,Priorato,654.31,Priorat Red,4.0,3.0,
1573,La Rioja Alta,Vina Ardanza Reserva,1985,4.3,72,Rioja,75.0,Rioja Red,4.0,3.0,
1574,Equipo Navazos,La Bota 69 de Amontillado,,4.3,72,Jerez-Xeres-Sherry,113.72,Sherry,4.0,3.0,
1575,Avgvstvs,Antigues Reserves,2000,4.3,72,Penedes,27.45,Red,4.0,3.0,
1576,Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,71,Ribera del Duero,69.9,Ribera Del Duero Red,5.0,3.0,
1577,Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,71,Castilla y Leon,40.5,Verdejo,3.0,3.0,
1578,Pago Calzadilla,Gran Calzadilla,2009,4.3,70,Pago Calzadilla,39.95,Red,4.0,3.0,
1579,Vina Pomal,Alto de la Caseta,2008,4.3,70,Rioja,55.45,Rioja Red,4.0,3.0,
1580,Martinet,Clos Martinet,2002,4.3,70,Priorato,177.45,Priorat Red,4.0,3.0,
1581,Marti Fabra,Masia Carreras Negre,2019,4.3,69,Emporda,11.91,Red,4.0,3.0,
1582,Sangenis I Vaque,Clos Monlleo,2007,4.3,68,Priorato,54.95,Priorat Red,4.0,3.0,
1583,Ferrer Bobet,Priorat,2018,4.3,68,Priorato,25.88,Priorat Red,4.0,3.0,
1584,Figuero,Milagros de Figuero,2016,4.3,68,Ribera del Duero,34.85,Ribera Del Duero Red,5.0,3.0,
1585,Balandro,Las Botas Palo Cortado Horizontal,,4.3,67,Manzanilla,37.0,Sherry,4.0,3.0,
1586,Pujanza,Rioja Norte,2006,4.3,67,Rioja,75.0,Rioja Red,4.0,3.0,
1587,M. Antonio de la Riva,La Riva Fino Balbaina Alta,,4.3,67,Jerez-Xeres-Sherry,47.45,Sherry,4.0,3.0,
1588,Espelt,Coma Bruna,2017,4.3,67,Emporda,22.8,Red,4.0,3.0,
1589,R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,66,Rioja,199.0,Rioja Red,4.0,3.0,
1590,Bodegas Arfe,Palo Cortado de la Cruz de 1767,,4.3,66,Jerez-Xeres-Sherry,59.9,Sherry,4.0,3.0,
1591,Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,65,Rioja,120.13,Rioja Red,4.0,3.0,
1592,Conreria d'Scala Dei,Voltons,2015,4.3,64,Priorato,47.0,Priorat Red,4.0,3.0,
1593,Scala Dei,Masdeu,2014,4.3,64,Priorato,84.9,Priorat Red,4.0,3.0,
1594,Real de Asua,Tinto,2016,4.3,64,Rioja,78.95,Rioja Red,4.0,3.0,
1595,Bodegas Vilano,Crianza,2019,4.3,64,Ribera del Duero,9.99,Ribera Del Duero Red,5.0,3.0,
1596,Vinyes dels Aspres,S'Alou,2018,4.3,64,Emporda,31.5,Red,4.0,3.0,
1597,Altos de Rioja,Altos R Pigeage,2016,4.3,63,Rioja,29.95,Rioja Red,4.0,3.0,
1598,Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,4.3,62,Priorato,36.95,,,,
1599,Valserrano,Finca Monteviejo,2017,4.3,62,Rioja,32.0,Rioja Red,4.0,3.0,
1600,Marques de Tomares,Rioja Gran Reserva,2014,4.3,62,Rioja,25.95,Red,4.0,3.0,
1601,Shaya,Habis,2018,4.3,62,Rueda,21.5,Verdejo,3.0,3.0,
1602,Finca Rio Negro,5o Ano,2014,4.3,62,La Mancha,23.3863295,Red,4.0,3.0,
1603,Allende,Gaminde,2016,4.3,62,Rioja,43.8,Rioja Red,4.0,3.0,
1604,Enric Soler,Nun Vinya dels Taus,2017,4.3,62,Penedes,123.75,,,,
1605,Martinet,Els Escurcons,2018,4.3,61,Priorato,75.5,Priorat Red,4.0,3.0,
1606,Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,61,Jerez-Xeres-Sherry,29.9,Pedro Ximenez,5.0,1.0,
1607,Loxera,El Cordero y las Virgenes,2016,4.3,60,Valencia,24.0,Red,4.0,3.0,
1608,Mas d'en Gil,Clos Fonta Priorat,2001,4.3,60,Priorato,150.0,Priorat Red,4.0,3.0,
1609,Jose Pariente,Finca Las Comas Verdejo,2016,4.3,60,Rueda,29.4,Verdejo,3.0,3.0,
1610,Alvaro Palacios,Finca Dofi,1997,4.3,60,Priorato,170.0,Priorat Red,4.0,3.0,
1611,Artadi,La Poza de Ballesteros,2016,4.3,60,Vino de Espana,93.26,Tempranillo,4.0,2.0,
1612,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,59,Ribera del Duero,75.95,Ribera Del Duero Red,5.0,3.0,
1613,Dominio Fournier,Reserva,2014,4.3,59,Ribera del Duero,23.77,Ribera Del Duero Red,5.0,3.0,
1614,Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,,4.3,57,Cataluna,27.11,,,,
1615,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Rioja,42.5,Rioja Red,4.0,3.0,
1616,Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Rioja,75.0,Rioja Red,4.0,3.0,
1617,Valderiz,Tomas Esteban,2010,4.3,57,Ribera del Duero,68.99,Ribera Del Duero Red,5.0,3.0,
1618,Tridente,Prieto Picudo,2018,4.3,57,Castilla y Leon,21.95,Red,4.0,3.0,
1619,Neton,Garnacha Tintorera,2017,4.3,57,Castilla y Leon,13.237545,Red,4.0,3.0,
1620,Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,57,Castilla y Leon,13.65,,,,
1621,Enate,Cabernet,2012,4.3,57,Somontano,23.5,Red,4.0,3.0,
1622,Pradorey,El Cuentista,2018,4.3,57,Ribera del Duero,17.9,,,,
1623,Vall Llach,Porrera Vi de Vila,2018,4.3,56,Priorato,49.95,Priorat Red,4.0,3.0,
1624,Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,56,Priorato,348.85,Priorat Red,4.0,3.0,
1625,Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,4.3,56,Alicante,11.95,,,,
1626,Valderiz,Juegabolos,2017,4.3,56,Ribera del Duero,28.6,Ribera Del Duero Red,5.0,3.0,
1627,Abadal,3.9,2018,4.3,56,Pla de Bages,21.3,Red,4.0,3.0,
1628,Raul Perez,Sketch,2019,4.3,56,Rias Baixas,44.95,Albarino,3.0,3.0,
1629,Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Priorato,36.3,Priorat Red,4.0,3.0,
1630,Baigorri,De Garage Rioja,2017,4.3,55,Rioja,32.0,Rioja Red,4.0,3.0,
1631,Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Priorato,39.712635,Priorat Red,4.0,3.0,
1632,Clos Galena,Galena,2018,4.3,54,Priorato,17.9,Priorat Red,4.0,3.0,
1633,Bodega Ribas,Sio Negre,2019,4.3,53,Mallorca,39.9,Red,4.0,3.0,
