,winery,wine,year,rating,num_reviews,region,price,type,body,acidity,parker_score
230,Marques de Riscal,Frank Gehry Selection,2001,4.6,124,Rioja,301.0,Tempranillo,4.0,2.0,
231,Artadi,Vina El Pison,2014,4.6,124,Vino de Espana,275.0,Tempranillo,4.0,2.0,
232,Vega Sicilia,Unico,1967,4.6,123,Ribera del Duero,1106.24,Ribera Del Duero Red,5.0,3.0,
233,Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,123,Ribera del Duero,64.9,Ribera Del Duero Red,5.0,3.0,
234,Dominio de Pingus,Pingus,2000,4.6,122,Ribera del Duero,1503.0,Ribera Del Duero Red,5.0,3.0,
235,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,122,Priorato,1372.14,Priorat Red,4.0,3.0,
236,Artadi,Vina El Pison,2015,4.6,122,Vino de Espana,241.55,Tempranillo,4.0,2.0,
237,Bodegas Mas Alta,La Creu Alta,2013,4.6,116,Priorato,89.17,Priorat Red,4.0,3.0,
238,Vega Sicilia,Unico,1975,4.6,115,Ribera del Duero,769.9,Ribera Del Duero Red,5.0,3.0,
239,Dominio de Calogia,Tinto,2019,4.6,114,Ribera del Duero,67.94,Ribera Del Duero Red,5.0,3.0,
240,Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,113,Ribera del Duero,44.0,Ribera Del Duero Red,5.0,3.0,
241,Artadi,Vina El Pison,2009,4.6,113,Vino de Espana,445.0,Tempranillo,4.0,2.0,
242,Cal Pla,Planots Priorat,2010,4.6,112,Priorato,87.02,Priorat Red,4.0,3.0,
243,Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,111,Ribera del Duero,747.17,Ribera Del Duero Red,5.0,3.0,
244,Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Toro,49.95,Toro Red,5.0,3.0,
245,Ossian,Capitel,2018,4.6,107,Castilla y Leon,50.51,Verdejo,3.0,3.0,
246,Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Ribera del Duero,157.4,Ribera Del Duero Red,5.0,3.0,
247,Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Campo de Borja,120.9,Grenache,5.0,3.0,
248,Dominio de Pingus,Pingus,1996,4.6,102,Ribera del Duero,1746.94,Ribera Del Duero Red,5.0,3.0,
249,Cepa 21,Horcajo,2015,4.6,100,Ribera del Duero,75.3,Ribera Del Duero Red,5.0,3.0,
250,Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Ribera del Duero,47.5,Ribera Del Duero Red,5.0,3.0,
251,Vega Sicilia,Unico,2012,4.6,98,Ribera del Duero,359.9,Ribera Del Duero Red,5.0,3.0,
252,Bodegas Vilano,Tinto,2019,4.6,97,Ribera del Duero,43.5,Ribera Del Duero Red,5.0,3.0,
253,Allende,Aurus,2005,4.6,95,Rioja,136.0,Rioja Red,4.0,3.0,
254,Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Priorato,117.239420060872,,,,
255,Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Ribera del Duero,135.0,Ribera Del Duero Red,5.0,3.0,
256,Remirez de Ganuza,Trasnocho,2013,4.6,91,Rioja,82.5,Rioja Red,4.0,3.0,
257,Bodegas Roda,Cirsion Rioja,2017,4.6,90,Rioja,149.9,Rioja Red,4.0,3.0,
258,Teso La Monja,Tinto,2008,4.6,87,Toro,1260.0,Toro Red,5.0,3.0,
259,Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Ribera del Duero,59.0,Ribera Del Duero Red,5.0,3.0,
260,Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Ribera del Duero,82.5,Ribera Del Duero Red,5.0,3.0,
261,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Rioja,195.0,Rioja Red,4.0,3.0,
262,Vega Sicilia,Valbuena 5o,1980,4.6,84,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,
263,Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Ribera del Duero,54.5,Ribera Del Duero Red,5.0,3.0,
264,Hacienda Monasterio,Reserva Especial,2015,4.6,80,Ribera del Duero,79.1,Ribera Del Duero Red,5.0,3.0,
265,Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Priorato,272.0,Priorat Red,4.0,3.0,
266,Castillo Perelada,Finca Garbet,2014,4.6,75,Emporda,99.0,Syrah,4.0,3.0,
267,Osborne,Solera India Oloroso Rare Sherry,,4.6,74,Jerez-Xeres-Sherry,189.99,Sherry,4.0,3.0,
268,Emilio Moro,Clon De La Familia,2011,4.6,72,Ribera del Duero,317.63,Ribera Del Duero Red,5.0,3.0,
269,Sierra Cantabria,Amancio,2007,4.6,70,Rioja,399.6,Rioja Red,4.0,3.0,
270,Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Montilla-Moriles,701.05,Pedro Ximenez,5.0,1.0,
271,Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Cava,74.9,Cava,2.0,3.0,
272,Clos Erasmus,Priorat,2008,4.6,66,Priorato,654.31,Priorat Red,4.0,3.0,
273,Vega Sicilia,Valbuena 5o,1983,4.6,66,Ribera del Duero,247.75,Ribera Del Duero Red,5.0,3.0,
274,Toro Albala,Don PX Seleccion,1965,4.6,65,Montilla-Moriles,144.99,Pedro Ximenez,5.0,1.0,
275,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Priorato,945.0,Priorat Red,4.0,3.0,
276,Hacienda Monasterio,Reserva,2017,4.6,64,Ribera del Duero,50.0,Ribera Del Duero Red,5.0,3.0,
277,Ysios,Finca Las Naves,2016,4.6,63,Rioja,126.64,Rioja Red,4.0,3.0,
278,Marques de Grinon,AAA,2008,4.6,63,Dominio de Valdepusa,162.38,Red,4.0,3.0,
279,Contino,Vina del Olivo,2001,4.6,60,Rioja,81.0,Rioja Red,4.0,3.0,
280,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Priorato,2750.0,Priorat Red,4.0,3.0,
281,Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Rioja,121.0,Rioja Red,4.0,3.0,
282,Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Priorato,355.95,Priorat Red,4.0,3.0,
283,Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Cava,164.66,Cava,2.0,3.0,
284,Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Campo de Borja,120.9,Grenache,5.0,3.0,
285,Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Ribera del Duero,218.9,Ribera Del Duero Red,5.0,3.0,
286,Hacienda Solano,Pena Lobera,2016,4.6,57,Ribera del Duero,65.95,Ribera Del Duero Red,5.0,3.0,
287,Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Priorato,86.0,Priorat Red,4.0,3.0,
288,Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Ribeiro,34.5,,,,
289,Anima Negra,Son Negre,2007,4.6,51,Mallorca,282.65,Red,4.0,3.0,
290,Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Priorato,259.9,Priorat Red,4.0,3.0,
291,Vega Sicilia,Unico,1961,4.6,50,Ribera del Duero,1099.28,Ribera Del Duero Red,5.0,3.0,
292,Castano,Casa Cisca Monastrell,2016,4.6,49,Yecla,35.0,Monastrell,5.0,3.0,
293,Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Bierzo,269.95,Mencia,3.0,3.0,
294,La Legua,Capricho,2014,4.6,47,Cigales,27.2693427,Red,4.0,3.0,
295,Dominio de Pingus,Pingus,2018,4.6,47,Ribera del Duero,1250.0,Ribera Del Duero Red,5.0,3.0,
296,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Rioja,52.95,Rioja Red,4.0,3.0,
297,Oxer Wines,Kalamity Rioja,2018,4.6,46,Rioja,114.95,Rioja Red,4.0,3.0,
298,Bodegas Yuste,Conde de Aldama Amontillado,,4.6,46,Jerez-Xeres-Sherry,89.9,Sherry,4.0,3.0,
299,Vega Sicilia,Valbuena 5o,1979,4.6,46,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,
300,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Utiel-Requena,29.35,Red,4.0,3.0,
301,Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Rioja,79.9,Rioja Red,4.0,3.0,
302,Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Ribera del Duero,53.95,Ribera Del Duero Red,5.0,3.0,
303,Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Ribeiro,26.2,,,,
304,Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Priorato,270.44,Priorat Red,4.0,3.0,
305,Artadi,La Poza de Ballesteros,2009,4.6,42,Vino de Espana,187.5,Tempranillo,4.0,2.0,
306,Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Rioja,210.0,Rioja Red,4.0,3.0,
307,Hacienda Monasterio,Reserva Especial,2016,4.6,41,Ribera del Duero,85.63,Ribera Del Duero Red,5.0,3.0,
308,Artadi,Vina El Pison,2017,4.6,41,Vino de Espana,304.54,Tempranillo,4.0,2.0,
309,Vall Llach,Idus,2020,4.6,41,Priorato,34.3,Priorat Red,4.0,3.0,
310,Clos Erasmus,Priorat,2003,4.6,41,Priorato,993.28,Priorat Red,4.0,3.0,
311,Sierra Cantabria,Amancio,2017,4.6,40,Rioja,85.95,Rioja Red,4.0,3.0,
312,Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Navarra,12.0,,,,
313,Emilio Moro,Clon De La Familia,2015,4.6,39,Ribera del Duero,249.9,Ribera Del Duero Red,5.0,3.0,
314,Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Ribera del Duero,1238.43,Ribera Del Duero Red,5.0,3.0,
315,Sierra Cantabria,Finca el Bosque,2002,4.6,38,Rioja,128.0,Rioja Red,4.0,3.0,
316,Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Bierzo,135.5,Mencia,3.0,3.0,
317,Ukan Winery,Tinto,2019,4.6,38,Rioja Alavesa,40.5,Rioja Red,4.0,3.0,
318,Finca Moncloa,Tintilla de Rota,2017,4.6,37,Cadiz,43.1,,,,
319,Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Priorato,85.0,Priorat Red,4.0,3.0,
320,Vina Real,Rioja Gran Reserva,1986,4.6,35,Rioja,123.0,Rioja Red,4.0,3.0,
321,Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Ribera del Duero,106.35,Ribera Del Duero Red,5.0,3.0,
322,Toro Albala,Don PX Seleccion,1962,4.6,34,Montilla-Moriles,207.0,Pedro Ximenez,5.0,1.0,
323,Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Vino de Espana,75.95,Verdejo,3.0,3.0,
324,Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Ribera del Duero,185.3,Ribera Del Duero Red,5.0,3.0,
325,Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Priorato,205.95,Priorat Red,4.0,3.0,
326,Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Ribera del Duero,40.45,Ribera Del Duero Red,5.0,3.0,
327,Artadi,El Carretil,2017,4.6,32,Vino de Espana,176.89,Tempranillo,4.0,2.0,
328,Huerta de Albala,Taberner No. 1,2013,4.6,32,Cadiz,79.9,Red,4.0,3.0,
329,Gomez Cruzado,Vina Motulleri,2011,4.6,30,Rioja,79.0,Rioja Red,4.0,3.0,
330,Castell d'Encus,Saktih,2013,4.6,30,Costers del Segre,195.27,Red,4.0,3.0,
331,Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Sardon de Duero,58.9,Red,4.0,3.0,
332,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Priorato,1660.0,Priorat Red,4.0,3.0,
333,Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Ribera del Duero,111.9,Ribera Del Duero Red,5.0,3.0,
334,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Utiel-Requena,29.95,Red,4.0,3.0,
335,Enate,Uno Tinto,2010,4.6,28,Somontano,129.9,Red,4.0,3.0,
336,Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Rioja,69.95,Rioja Red,4.0,3.0,
337,Mas Doix,1903 Centenary Grenache,2016,4.6,28,Priorato,299.0,Priorat Red,4.0,3.0,
338,Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Bierzo,3119.08,Red,4.0,3.0,
339,Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Campo de Borja,99.95,Red,4.0,3.0,
340,Telmo Rodriguez,Molino Real,2016,4.6,28,Malaga,41.69,,,,
341,Anima Negra,Son Negre,2004,4.6,27,Mallorca,374.35,Red,4.0,3.0,
342,Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Ribera del Duero,46.45,Ribera Del Duero Red,5.0,3.0,
343,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Priorato,2750.0,Priorat Red,4.0,3.0,
344,Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Priorato,42.5,Priorat Red,4.0,3.0,
345,Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Ribera del Duero,95.0,Ribera Del Duero Red,5.0,3.0,
346,Osborne,Solera BC-200,,4.6,25,Jerez-Xeres-Sherry,197.3,Sherry,4.0,3.0,
347,Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Cataluna,130.0,Sparkling,2.0,3.0,
348,Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Montilla-Moriles,181.5,Pedro Ximenez,5.0,1.0,
349,Pago de Carraovejas,Tinto,2016,4.5,7529,Ribera del Duero,29.8,Ribera Del Duero Red,5.0,3.0,
350,Alion,Ribera del Duero,2013,4.5,7435,Ribera del Duero,73.0,Ribera Del Duero Red,5.0,3.0,
351,Alion,Ribera del Duero,2014,4.5,7237,Ribera del Duero,56.27,Ribera Del Duero Red,5.0,3.0,
352,Pintia,Toro,2014,4.5,5863,Toro,69.0,Toro Red,5.0,3.0,
353,Pago de Carraovejas,Tinto,2018,4.5,5372,Ribera del Duero,45.0,Ribera Del Duero Red,5.0,3.0,
354,Alion,Ribera del Duero,2015,4.5,5365,Ribera del Duero,75.0,Ribera Del Duero Red,5.0,3.0,
355,Pintia,Toro,2015,4.5,4979,Toro,69.8,Toro Red,5.0,3.0,
356,Pago de Carraovejas,Tinto,2017,4.5,4935,Ribera del Duero,121.936825872994,Ribera Del Duero Red,5.0,3.0,
357,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Ribera del Duero,78.65,Ribera Del Duero Red,5.0,3.0,
358,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Rioja,400.0,Rioja Red,4.0,3.0,
359,La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Rioja,125.0,Rioja Red,4.0,3.0,
360,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Rioja,229.0,Rioja Red,4.0,3.0,
361,Pintia,Toro,2016,4.5,3118,Toro,40.41,Toro Red,5.0,3.0,
362,Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Ribera del Duero,101.94,Ribera Del Duero Red,5.0,3.0,
363,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Ribera del Duero,172.5,Ribera Del Duero Red,5.0,3.0,
364,Bodegas El Nido,Clio,2015,4.5,2712,Jumilla,33.2,Red,4.0,3.0,
365,Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0,
366,Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0,
367,Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0,
368,Bodegas El Nido,Clio,2016,4.5,2228,Jumilla,31.75,Red,4.0,3.0,
369,Bodegas El Nido,Clio,2017,4.5,2220,Jumilla,39.5,Red,4.0,3.0,
370,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Ribera del Duero,64.0,Ribera Del Duero Red,5.0,3.0,
371,Pago de Carraovejas,Tinto,2019,4.5,2144,Ribera del Duero,33.8,Ribera Del Duero Red,5.0,3.0,
372,Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Rioja,58.95,Rioja Red,4.0,3.0,
373,Aalto,Tinto,2018,4.5,1864,Ribera del Duero,33.25,Ribera Del Duero Red,5.0,3.0,
374,Bodegas El Nido,Clio,2018,4.5,1520,Jumilla,61.8491765262698,Red,4.0,3.0,
375,Alto Moncayo,Garnacha,2017,4.5,1503,Campo de Borja,44.27,Grenache,5.0,3.0,
376,Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Ribera del Duero,45.9,Ribera Del Duero Red,5.0,3.0,
377,Vega Sicilia,Valbuena 5o,2003,4.5,1346,Ribera del Duero,239.2,Ribera Del Duero Red,5.0,3.0,
378,Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Rioja,68.9,Rioja Red,4.0,3.0,
379,Alion,Ribera del Duero,2003,4.5,1236,Ribera del Duero,164.0,Ribera Del Duero Red,5.0,3.0,
380,Belondrade,Belondrade y Lurton,2018,4.5,1192,Rueda,32.85,Verdejo,3.0,3.0,
381,Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Ribera del Duero,40.95,Ribera Del Duero Red,5.0,3.0,
382,Pago de Carraovejas,Reserva,2014,4.5,1148,Ribera del Duero,69.5803235920536,Ribera Del Duero Red,5.0,3.0,
383,Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Ribera del Duero,110.0,Ribera Del Duero Red,5.0,3.0,
384,Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Rioja,49.75,Rioja Red,4.0,3.0,
385,Muga,Prado Enea Gran Reserva,2014,4.5,1014,Rioja,51.0,Rioja Red,4.0,3.0,
386,Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Rioja,59.9,Rioja Red,4.0,3.0,
387,La Rioja Alta,Gran Reserva 890,2004,4.5,990,Rioja,290.7,Rioja Red,4.0,3.0,
388,Belondrade,Belondrade y Lurton,2019,4.5,961,Rueda,37.7,Verdejo,3.0,3.0,
389,Clos Mogador,Priorat,2015,4.5,955,Priorato,146.95,Priorat Red,4.0,3.0,
390,Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,,4.5,854,Jerez Pedro Ximenes (PX),68.9,Pedro Ximenez,5.0,1.0,
391,Muga,Torre Muga,2016,4.5,838,Rioja,70.5,Rioja Red,4.0,3.0,
392,Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Rioja,64.0,Rioja Red,4.0,3.0,
393,Bodega Numanthia,Termanthia,2010,4.5,729,Toro,168.0,Toro Red,5.0,3.0,
394,Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Ribera del Duero,173.95,Ribera Del Duero Red,5.0,3.0,
395,Clos Mogador,Priorat,2017,4.5,666,Priorato,65.0,Priorat Red,4.0,3.0,
396,Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Rioja,67.6,Rioja Red,4.0,3.0,
397,Hacienda Monasterio,Reserva,2015,4.5,629,Ribera del Duero,53.95,Ribera Del Duero Red,5.0,3.0,
398,Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Ribera del Duero,42.95,Ribera Del Duero Red,5.0,3.0,
399,La Rioja Alta,Gran Reserva 890,1995,4.5,574,Rioja,127.23,Rioja Red,4.0,3.0,
400,Bodegas El Nido,Clio,2019,4.5,550,Jumilla,47.3,Red,4.0,3.0,
401,Muga,Aro,2015,4.5,529,Rioja,169.4,Rioja Red,4.0,3.0,
402,Remirez de Ganuza,Gran Reserva,2007,4.5,529,Rioja,121.838963251908,Rioja Red,4.0,3.0,
403,Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Rioja,34.8,Rioja Red,4.0,3.0,
404,Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Ribera del Duero,55.35,Ribera Del Duero Red,5.0,3.0,
405,Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Ribera del Duero,75.95,Ribera Del Duero Red,5.0,3.0,
406,Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Ribera del Duero,48.7,Ribera Del Duero Red,5.0,3.0,
407,Remirez de Ganuza,Trasnocho,2012,4.5,499,Rioja,118.89,Rioja Red,4.0,3.0,
408,Costers del Siurana,Clos de L'Obac,2005,4.5,493,Priorato,92.8716274104906,Priorat Red,4.0,3.0,
409,Vega Sicilia,Valbuena 5o,1996,4.5,488,Ribera del Duero,290.4,Ribera Del Duero Red,5.0,3.0,
410,Arzuaga,Reserva Ribera del Duero,2017,4.5,477,Ribera del Duero,31.8,Ribera Del Duero Red,5.0,3.0,
411,La Rioja Alta,Gran Reserva 890,2010,4.5,469,Rioja,149.5,Rioja Red,4.0,3.0,
412,Francisco Barona,Ribera Del Duero,2018,4.5,462,Ribera del Duero,35.85,Ribera Del Duero Red,5.0,3.0,
413,Vina Sastre,Pago de Santa Cruz,2015,4.5,420,Ribera del Duero,82.95,Ribera Del Duero Red,5.0,3.0,
414,Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,406,Ribera del Duero,59.0,Ribera Del Duero Red,5.0,3.0,
415,Juan Gil,Bruto,2018,4.5,384,Jumilla,37.7,Monastrell,5.0,3.0,
416,Lan,Culmen Reserva Rioja,2015,4.5,365,Rioja,42.75,Rioja Red,4.0,3.0,
417,Bodegas Roda,Cirsion Rioja,2016,4.5,353,Rioja,175.57,Rioja Red,4.0,3.0,
418,Clos Mogador,Priorat,2018,4.5,336,Priorato,61.64,Priorat Red,4.0,3.0,
419,Juan Gil,Bruto,2017,4.5,322,Jumilla,30.7,Monastrell,5.0,3.0,
420,Bodegas Mauro,VS,2017,4.5,318,Castilla y Leon,56.5,Tempranillo,4.0,2.0,
421,Bodega Numanthia,Termanthia,2013,4.5,316,Toro,207.11,Toro Red,5.0,3.0,
422,Remirez de Ganuza,Trasnocho,2011,4.5,301,Rioja,110.5,Rioja Red,4.0,3.0,
423,Hacienda Monasterio,Reserva,2016,4.5,297,Ribera del Duero,55.95,Ribera Del Duero Red,5.0,3.0,
424,R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Rioja,170.0,Rioja Red,4.0,3.0,
425,Abadia Retuerta,Petit Verdot,2015,4.5,286,Sardon de Duero,107.9,Red,4.0,3.0,
426,Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Ribera del Duero,69.9,Ribera Del Duero Red,5.0,3.0,
427,Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Toro,49.5,Toro Red,5.0,3.0,
428,Abadia Retuerta,Petit Verdot,2014,4.5,249,Sardon de Duero,176.98,Red,4.0,3.0,
429,Sierra Cantabria,Amancio,2012,4.5,246,Rioja,90.0,Rioja Red,4.0,3.0,
430,Martinet,Clos Martinet,2014,4.5,230,Priorato,65.0,Priorat Red,4.0,3.0,
431,Remirez de Ganuza,Trasnocho,2006,4.5,229,Rioja,95.0,Rioja Red,4.0,3.0,
432,Adama Wines,Tinto,2009,4.5,229,Ribera del Duero,39.0,Ribera Del Duero Red,5.0,3.0,
433,Alion,Ribera del Duero,1995,4.5,226,Ribera del Duero,193.0,Ribera Del Duero Red,5.0,3.0,
434,Muga,Aro,2016,4.5,222,Rioja,174.91,Rioja Red,4.0,3.0,
435,Vega Sicilia,Valbuena 5o,1987,4.5,221,Ribera del Duero,312.0,Ribera Del Duero Red,5.0,3.0,
436,Milsetentayseis,Tinto,2018,4.5,218,Ribera del Duero,52.9,Ribera Del Duero Red,5.0,3.0,
437,Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Ribera del Duero,40.9,Ribera Del Duero Red,5.0,3.0,
438,Espectacle del Montsant,Tinto,2013,4.5,214,Montsant,157.95,Montsant Red,4.0,3.0,
439,Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Ribera del Duero,77.5,Ribera Del Duero Red,5.0,3.0,
440,Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Ribera del Duero,116.0,Ribera Del Duero Red,5.0,3.0,
441,Alvaro Palacios,Finca Dofi,2006,4.5,207,Priorato,75.0,Priorat Red,4.0,3.0,
442,Arzuaga,Gran Reserva Ribera del Duero,2015,4.5,205,Ribera del Duero,80.98,Ribera Del Duero Red,5.0,3.0,
443,Contino,Vina del Olivo,2017,4.5,203,Rioja,64.5,Rioja Red,4.0,3.0,
444,Dominio de Pingus,Flor de Pingus,2019,4.5,201,Ribera del Duero,118.5,Ribera Del Duero Red,5.0,3.0,
445,Ferrer Bobet,Seleccio Especial Vinyes Velles,2015,4.5,197,Priorato,64.0,Priorat Red,4.0,3.0,
446,Clos Mogador,Priorat,2003,4.5,196,Priorato,95.0,Priorat Red,4.0,3.0,
447,Allende,Calvario Rioja,2009,4.5,194,Rioja,125.97,Rioja Red,4.0,3.0,
448,Bodegas Valduero,Ribera del Duero Una Cepa I,2017,4.5,194,Ribera del Duero,26.5,Ribera Del Duero Red,5.0,3.0,
449,Matarromera,Ribera del Duero Prestigio,2015,4.5,190,Ribera del Duero,54.01,Ribera Del Duero Red,5.0,3.0,
450,Vina Sastre,Regina Vides Ribera del Duero,2014,4.5,189,Ribera del Duero,104.9,Ribera Del Duero Red,5.0,3.0,
451,Familia Torres,Grans Muralles,2015,4.5,189,Conca de Barbera,170.5,Red,4.0,3.0,
452,Vina Sastre,Pesus Ribera del Duero,2014,4.5,189,Ribera del Duero,315.0,Ribera Del Duero Red,5.0,3.0,
453,Pazo Barrantes,Gran Vino Albarino,2019,4.5,188,Rias Baixas,34.9,Albarino,3.0,3.0,
454,Arzuaga,Reserva Especial Ribera del Duero,2015,4.5,187,Ribera del Duero,51.5,Ribera Del Duero Red,5.0,3.0,
455,Tio Pepe,Cuatro Palmas Amontillado,,4.5,186,Jerez Amontillado,112.26,Sherry,4.0,3.0,
456,Abadia Retuerta,Pago Garduna,2016,4.5,186,Castilla y Leon,71.85,Syrah,4.0,3.0,
457,Belondrade,Belondrade y Lurton,2020,4.5,184,Rueda,38.9,Verdejo,3.0,3.0,
458,Pintia,Toro,2017,4.5,178,Toro,54.09,Toro Red,5.0,3.0,
459,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2017,4.5,174,Rioja,67.9,Rioja Red,4.0,3.0,
460,Sierra Cantabria,Finca el Bosque,2016,4.5,173,Rioja,80.95,Rioja Red,4.0,3.0,
461,Alvear,Solera 1830 Pedro Ximenez,,4.5,171,Montilla-Moriles,114.5,Pedro Ximenez,5.0,1.0,
462,Bodega Contador (Benjamin Romeo),Que Bonito Cacareaba Blanco,2018,4.5,170,Rioja,50.34,Rioja White,3.0,3.0,
463,Tomas Postigo,5o Ano Ribera del Duero Tinto,2014,4.5,165,Ribera del Duero,57.96,Ribera Del Duero Red,5.0,3.0,
464,Marques de Riscal,Baron de Chirel Rioja Reserva,2016,4.5,163,Rioja,73.62,Rioja Red,4.0,3.0,
465,Ossian,Capitel,2016,4.5,162,Castilla y Leon,144.78,Verdejo,3.0,3.0,
